DNK,6.287136;;
JPN,109.754324;;
KOR,1143.896667;;
MEX,20.272408;;
NOR,8.592919;;
POL,3.861917;;
SWE,8.576902;;
CHE,0.913949;;
GBR,0.727065;;
USA,1;;
BRA,5.394817;;
CHL,758.955379;;
CHN,6.448975;;
COL,3743.589819;;
IND,73.931909;;
IDN,14308.143901;;
ISR,3.230198;;
ZAF,14.776985;;
SAU,3.75;;
HRV,6.360083;;
